dataset,method,n_genes,classifier,accuracy_mean,accuracy_std,time_selection
ascendens_baseline,FE2,7,kNN-3,0.5314285714285714,0.09397254387462102,0.0
ascendens_baseline,FE2,7,NaiveBayes,0.42666666666666664,0.15015034038107702,0.0
ascendens_baseline,FE2,7,DTree,0.5876190476190476,0.10264528445948555,0.0
ascendens_baseline,FE2,7,RF,0.6019047619047619,0.12839847273411592,0.0
ascendens_baseline,FE2,7,SVM,0.4533333333333333,0.10581290980823732,0.0
ascendens_baseline,FE2,10,kNN-1,0.5219047619047619,0.1495753626625931,0.0
ascendens_baseline,FE2,10,kNN-3,0.4504761904761905,0.08289544817900549,0.0
ascendens_baseline,FE2,10,NaiveBayes,0.4923809523809523,0.11778761778087854,0.0
ascendens_baseline,FE2,10,DTree,0.7257142857142858,0.009331389496316836,0.0
ascendens_baseline,FE2,10,RF,0.6171428571428571,0.08690182643444107,0.0
ascendens_baseline,FE2,10,SVM,0.5371428571428571,0.10615523651880208,0.0
ascendens_baseline,FE2,15,kNN-1,0.5733333333333333,0.07885806302660743,0.0
ascendens_baseline,FE2,15,kNN-3,0.49428571428571433,0.08668236383224957,0.0
ascendens_baseline,FE2,15,NaiveBayes,0.47904761904761906,0.11615924638849012,0.0
ascendens_baseline,FE2,15,DTree,0.6533333333333333,0.14786155196247888,0.0
ascendens_baseline,FE2,15,RF,0.5885714285714284,0.04442630015120228,0.0
ascendens_baseline,FE2,15,SVM,0.5076190476190476,0.08653574622171847,0.0
ascendens_baseline,FE2,20,kNN-1,0.4923809523809523,0.04036118114365161,0.0
ascendens_baseline,FE2,20,kNN-3,0.4638095238095238,0.10998247644382514,0.0
ascendens_baseline,FE2,20,NaiveBayes,0.52,0.11731694381513033,0.0
ascendens_baseline,FE2,20,DTree,0.6542857142857142,0.12546873565999586,0.0
ascendens_baseline,FE2,20,RF,0.559047619047619,0.1352112649441623,0.0
ascendens_baseline,FE2,20,SVM,0.5342857142857144,0.04784707309363988,0.0
ascendens_baseline,FE2,25,kNN-1,0.5485714285714286,0.04887858064897656,0.0
ascendens_baseline,FE2,25,kNN-3,0.4923809523809523,0.12510675713274688,0.0
ascendens_baseline,FE2,25,NaiveBayes,0.5057142857142857,0.1386818411372754,0.0
ascendens_baseline,FE2,25,DTree,0.5457142857142856,0.1013111325483596,0.0
ascendens_baseline,FE2,25,RF,0.5733333333333333,0.11545434255765133,0.0
ascendens_baseline,FE2,25,SVM,0.5066666666666666,0.024944382578492942,0.0
ascendens_baseline,FE2,30,kNN-1,0.4647619047619048,0.03828524046141292,0.0
ascendens_baseline,FE2,30,kNN-3,0.46571428571428564,0.12055803732149838,0.0
ascendens_baseline,FE2,30,NaiveBayes,0.4904761904761904,0.12285345140264456,0.0
ascendens_baseline,FE2,30,DTree,0.5895238095238096,0.0945882591842677,0.0
ascendens_baseline,FE2,30,RF,0.5466666666666666,0.16728863538311461,0.0
ascendens_baseline,FE2,30,SVM,0.4923809523809523,0.13202075010410252,0.0
ascendens_baseline,FE3,1,kNN-1,0.5228571428571428,0.13300640190549404,0.0
ascendens_baseline,FE3,1,kNN-3,0.38571428571428573,0.1306533382068001,0.0
ascendens_baseline,FE3,1,NaiveBayes,0.46571428571428564,0.047847073093639884,0.0
ascendens_baseline,FE3,1,DTree,0.5228571428571428,0.13300640190549404,0.0
ascendens_baseline,FE3,1,RF,0.5228571428571428,0.13300640190549404,0.0
ascendens_baseline,FE3,1,SVM,0.4276190476190476,0.10329711895585712,0.0
ascendens_baseline,FE3,2,kNN-1,0.38571428571428573,0.08002267252419049,0.0
ascendens_baseline,FE3,2,kNN-3,0.45428571428571435,0.10387503393855987,0.0
